idx,Option,Filing_Date,Trade_Date,Ticker,Company_Name,Insider_Name,Title,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
529,False,2015-05-14,2015-05-13,REXX,Rex Energy Corp,Rajan Thomas,CFO,P - Purchase,0.0,10000.0,190000.0,6.0,54477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
531,False,2015-05-14,2015-05-12,UBOH,United Bancshares Inc,Engelhardt Diana L,CFO,P - Purchase,12.716,643.0,4193.0,18.0,9729.0,12.82,12.99,13.18,13.09,13.23,13.52,13.47,14.62,15.09,15.71,14.0,16.12,15.93,18.19,0.82,2.15,3.65,2.94,4.04,6.32,5.93,14.97,18.67,23.55,10.1,26.77,25.28,43.05,True,True,True,YF,NASDAQ
526,False,2015-05-14,2015-05-13,CNP,Centerpoint Energy Inc,Rogers William D,"EVP, CFO",P - Purchase,15.193,20000.0,47110.0,74.0,396107.0,15.74,14.85,14.86,14.91,14.48,13.9,14.56,13.53,14.45,13.79,14.51,16.26,16.77,23.44,3.6,-2.26,-2.19,-1.86,-4.69,-8.51,-4.17,-10.95,-4.89,-9.23,-4.5,7.02,10.38,54.28,True,True,True,YF,NYSE
525,False,2015-05-14,2015-05-14,NLNK,Newlink Genetics Corp,Henneman John B III,"EVP, CFO",P - Purchase,0.0,3000.0,50489.0,6.0,111900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
530,False,2015-05-14,2015-05-14,CHMI,Cherry Hill Mortgage Investment Corp,Levine Martin,CFO,P - Purchase,8.067,1000.0,11600.0,9.0,17900.0,8.03,7.89,7.78,7.58,7.3,7.44,7.3,7.17,6.42,6.66,6.78,7.17,7.3,11.05,-0.46,-2.19,-3.56,-6.04,-9.51,-7.77,-9.51,-11.12,-20.42,-17.44,-15.95,-11.12,-9.51,36.98,True,True,True,YF,NYSE
527,True,2015-05-14,2015-05-14,IBTGF,International Barrier Technology Inc,McElwee Melissa E,CFO,P - Purchase,0.0,300000.0,402150.0,294.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
534,False,2015-05-13,2015-05-11,LOJN,Lojack Corp,Dumas Kenneth L,"SVP, CFO, Treasurer",P - Purchase,0.0,15000.0,45983.0,48.0,51500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,,
533,False,2015-05-13,2015-05-13,EDR,"Education Realty Trust, Inc.",Brewer Edwin B Jr,"EVP, CFO",P - Purchase,24.0,1000.0,6280.0,19.0,32500.0,31.25,29.69,26.1,24.4,23.38,25.12,24.68,29.37,34.8,31.93,30.45,0.0,0.0,0.0,30.21,23.71,8.75,1.67,-2.58,4.67,2.83,22.38,45.0,33.04,26.88,0.0,0.0,0.0,False,True,True,YF,
535,False,2015-05-13,2015-05-08,ENCR,Ener-Core Inc.,Carney Domonic J.,CFO,P - Purchase,0.0,50000.0,50000.0,New,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
537,True,2015-05-12,2015-05-08,OPGN,Opgen Inc,Dec Timothy C,CFO,P - Purchase,2010.0,4000.0,4000.0,New,24000.0,1780.0,2265.0,1755.0,1650.0,1140.0,1150.0,1025.0,875.0,790.0,875.0,835.0,725.0,575.0,423.5,-11.44,12.69,-12.69,-17.91,-43.28,-42.79,-49.0,-56.47,-60.7,-56.47,-58.46,-63.93,-71.39,-78.93,False,True,True,YF,
536,False,2015-05-12,2015-05-12,AJXA,Great Ajax Corp.,Ohl Glenn J,CFO,P - Purchase,18.534,1000.0,7693.0,15.0,13690.0,18.84,18.73,18.92,18.98,19.19,19.18,19.39,19.34,19.48,,19.46,19.53,,20.8,1.65,1.06,2.08,2.41,3.54,3.49,4.62,4.35,5.1,,5.0,5.37,,12.23,True,True,True,YF,NYSE
539,True,2015-05-12,2015-05-11,CBB,Cincinnati Bell Inc,Fox Leigh R.,CFO,P - Purchase,0.0,2900.0,56845.0,5.0,9889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
538,False,2015-05-12,2015-04-21,KMPH,"Kempharm, Inc",Johnson Gordon K,"COO, CFO",P - Purchase,200.16,2000.0,2000.0,New,22000.0,186.56,230.24,284.0,270.72,307.76,310.4,254.0,269.44,255.68,241.44,235.36,250.93,115.2,63.2,-6.79,15.03,41.89,35.25,53.76,55.08,26.9,34.61,27.74,20.62,17.59,25.36,-42.45,-68.43,True,True,True,YF,NASDAQ
541,False,2015-05-11,2015-05-06,PFIS,Peoples Financial Services Corp.,Seasock Scott A,"EVP, CFO",P - Purchase,32.761,577.0,9117.0,7.0,22936.0,32.02,31.0,34.42,33.04,28.92,29.76,32.0,32.8,34.26,29.31,30.08,31.8,31.11,34.49,-2.26,-5.38,5.06,0.85,-11.72,-9.16,-2.32,0.12,4.58,-10.53,-8.18,-2.93,-5.04,5.28,True,True,True,YF,NASDAQ
540,True,2015-05-11,2015-05-07,NBBC,Newbridge Bancorp,Hamadi Ramsey K,"SEVP, CFO",P - Purchase,0.0,5900.0,123800.0,5.0,48203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
543,False,2015-05-08,2015-05-06,BIOA,Bioamber Inc.,Laurin Francois,CFO,P - Purchase,0.0,2200.0,12200.0,22.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
542,False,2015-05-08,2015-05-08,TDG,Transdigm Group Inc,Paradie Terrance M,"EVP, CFO",P - Purchase,168.429,300.0,300.0,New,67424.0,170.41,170.68,170.9,167.13,161.73,167.03,163.5,178.15,168.35,167.74,162.98,165.08,171.52,199.96,1.18,1.34,1.47,-0.77,-3.98,-0.83,-2.93,5.77,-0.05,-0.41,-3.24,-1.99,1.84,18.72,True,True,True,YF,NYSE
544,False,2015-05-07,2015-05-07,ENPT,"Enerpulse Technologies, Inc.",Templeton Bryan C,"CFO, Treasurer",P - Purchase,0.0,3000.0,8700.0,53.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
545,False,2015-05-07,2015-05-06,BCOV,Brightcove Inc,Rhodes Kevin R,CFO,P - Purchase,7.08,3600.0,72410.0,5.0,24948.0,7.05,7.14,7.28,6.01,5.02,5.01,5.29,7.03,5.88,5.8,5.84,5.99,6.08,8.7,-0.42,0.85,2.82,-15.11,-29.1,-29.24,-25.28,-0.71,-16.95,-18.08,-17.51,-15.4,-14.12,22.88,True,True,True,YF,NASDAQ
546,False,2015-05-06,2015-05-06,OCRX,"Ocera Therapeutics, Inc.",Byrnes Michael,"CFO, Treasurer",P - Purchase,0.0,2500.0,6500.0,63.0,9025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
547,False,2015-05-06,2015-05-06,PTX,"Pernix Therapeutics Holdings, Inc.",Patel Sanjay S,CFO,P - Purchase,0.0,2000.0,2000.0,New,12840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
548,False,2015-05-06,2015-05-06,UIHC,United Insurance Holdings Corp.,Martz Brad,CFO,P - Purchase,14.3,1800.0,41605.0,5.0,29016.0,14.04,13.25,13.69,14.86,12.69,11.78,12.94,16.64,15.97,15.03,12.98,,16.91,14.55,-1.82,-7.34,-4.27,3.92,-11.26,-17.62,-9.51,16.36,11.68,5.1,-9.23,,18.25,1.75,True,True,True,YF,NASDAQ
549,False,2015-05-06,2015-05-06,CCNE,Cnb Financial Corp,Wingard Brian William,"Treasurer, CFO",P - Purchase,14.038,640.0,8167.0,9.0,10874.0,14.28,,15.74,15.74,14.46,14.77,15.88,15.77,15.17,15.25,14.62,15.24,15.02,20.93,1.72,,12.12,12.12,3.01,5.21,13.12,12.34,8.06,8.63,4.15,8.56,7.0,49.1,True,True,True,YF,NASDAQ
550,False,2015-05-06,2015-05-04,PFIS,Peoples Financial Services Corp.,Seasock Scott A,"EVP, CFO",P - Purchase,32.523,2423.0,8540.0,40.0,96209.0,33.92,,31.91,32.77,30.57,29.4,31.17,32.5,33.03,31.62,29.38,29.74,31.7,36.49,4.3,,-1.88,0.76,-6.0,-9.6,-4.16,-0.07,1.56,-2.78,-9.66,-8.56,-2.53,12.2,True,True,True,YF,NASDAQ
551,False,2015-05-05,2015-05-04,ICBK,"County Bancorp, Inc.",Abramowicz Gary R.,CFO,P - Purchase,0.0,2500.0,17650.0,17.0,49350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
552,False,2015-05-04,2015-05-01,BABB,"Bab, Inc.",Conn Geraldine,CFO,P - Purchase,0.398,2001.0,20300.0,11.0,1280.0,0.42,0.42,0.47,0.41,0.39,,0.39,0.37,0.41,0.41,0.41,0.4,0.41,0.58,5.53,5.53,18.09,3.02,-2.01,,-2.01,-7.04,3.02,3.02,3.02,0.5,3.02,45.73,False,True,True,YF,
553,False,2015-05-04,2015-05-01,UBCP,United Bancorp Inc ,Greenwood Randall M,SVP CFO,P - Purchase,5.835,5000.0,47174.0,12.0,39250.0,6.0,6.12,7.02,6.18,6.35,6.98,7.02,6.57,7.24,7.08,7.04,7.11,7.0,10.24,2.83,4.88,20.31,5.91,8.83,19.62,20.31,12.6,24.08,21.34,20.65,21.85,19.97,75.49,True,True,True,YF,NASDAQ
554,False,2015-05-01,2015-05-01,SBBX,Sussex Bancorp,Fusco Steven Mark Anthony,"SEVP ,  CFO, Treasurer",P - Purchase,0.0,3000.0,65519.0,5.0,33900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
555,False,2015-04-30,2015-04-28,NSA,National Storage Affiliates Trust,Fischer Tamara D,CFO,P - Purchase,9.867,8000.0,8000.0,New,104000.0,9.77,10.26,9.68,9.72,9.34,10.04,11.7,11.64,12.98,13.29,12.91,15.24,16.67,19.85,-0.98,3.98,-1.9,-1.49,-5.34,1.75,18.58,17.97,31.55,34.69,30.84,54.45,68.95,101.18,True,True,True,YF,NYSE
556,False,2015-04-30,2015-04-29,BRKL,Brookline Bancorp Inc,Carlson Carl M,CFO,P - Purchase,8.974,3000.0,43198.0,7.0,32910.0,,9.1,9.39,9.54,,8.86,8.58,,9.49,9.79,9.37,8.96,9.31,14.28,,1.4,4.64,6.31,,-1.27,-4.39,,5.75,9.09,4.41,-0.16,3.74,59.13,True,True,True,YF,NASDAQ
557,False,2015-04-29,2015-03-31,RCAP,Rcs Capital Corp,Jones Brian D,"CFO, Ass. Secretary",P - Purchase,0.0,390585.0,496703.0,368.0,4550003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
559,False,2015-04-29,2015-04-28,FDEF,First Defiance Financial Corp,Thompson Kevin T,"EVP, CFO",P - Purchase,0.0,1500.0,1500.0,New,50830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
560,False,2015-04-28,2015-04-27,HEB,Hemispherx Biopharma Inc,Equels Thomas K.,"CFO, Vice COB, Secretary",P - Purchase,0.0,100000.0,1305444.0,8.0,24430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
561,False,2015-04-27,2015-04-24,CEN,Center Coast Mlp & Infrastructure Fund,Bauch William W,"CFO, CCO, Treasurer",P - Purchase,71.615,8334.0,33334.0,33.0,128177.0,70.89,71.34,,66.02,61.88,57.54,0.0,,,50.34,48.16,36.99,36.62,60.12,-1.01,-0.38,,-7.81,-13.59,-19.65,0.0,,,-29.71,-32.75,-48.35,-48.87,-16.05,True,True,True,YF,NYSE
562,False,2015-04-24,2015-04-23,ENPT,"Enerpulse Technologies, Inc.",Templeton Bryan C,"CFO, Treasurer",P - Purchase,0.0,2500.0,5700.0,78.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
563,False,2015-04-23,2015-04-22,GOVX,"Geovax Labs, Inc.",Reynolds Mark,CFO,P - Purchase,3.75,30000.0,66000.0,83.0,5215.0,0.0,3.25,0.0,2.8,3.38,6.25,4.33,4.83,5.42,5.0,4.69,4.7,4.79,0.0,0.0,-13.33,0.0,-25.33,-9.87,66.67,15.47,28.8,44.53,33.33,25.07,25.33,27.73,0.0,True,True,True,YF,NASDAQ
565,False,2015-04-21,2015-04-20,HEB,Hemispherx Biopharma Inc,Equels Thomas K.,"CFO, Vice COB, Secretary",P - Purchase,0.0,100000.0,1205444.0,9.0,23910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
564,True,2015-04-21,2015-04-17,TISI,Team Inc,Boane Greg L,"SVP, CFO",P - Purchase,40.52,1250.0,1442.0,651.0,50019.0,39.38,39.56,40.71,45.49,45.54,42.66,33.96,38.04,32.64,28.28,23.31,24.84,30.79,25.8,-2.81,-2.37,0.47,12.27,12.39,5.28,-16.19,-6.12,-19.45,-30.21,-42.47,-38.7,-24.01,-36.33,True,True,True,YF,NYSE
566,True,2015-04-17,2015-04-15,COTY,Coty Inc.,De Talhouet Patrice,CFO,P - Purchase,21.466,17569.0,207297.0,9.0,436765.0,21.43,20.63,22.18,27.72,23.02,25.17,,25.22,23.48,22.88,21.33,24.94,25.23,16.95,-0.17,-3.89,3.33,29.13,7.24,17.26,,17.49,9.38,6.59,-0.63,16.18,17.53,-21.04,True,True,True,YF,NYSE
567,False,2015-04-15,2015-04-15,HEB,Hemispherx Biopharma Inc,Equels Thomas K.,"CFO, Vice COB, Secretary",P - Purchase,0.0,100000.0,1105444.0,10.0,22540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
568,False,2015-04-09,2015-03-02,IACI,Iac,Kip Jeffrey W,CFO,P - Purchase,0.0,8244.0,30000.0,38.0,558423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
570,False,2015-04-09,2015-04-08,OVAS,"Ovascience, Inc.",Young Jeffrey E,CFO,P - Purchase,0.0,300.0,300.0,New,8979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
569,False,2015-04-09,2015-04-09,AMBS,"Amarantus Bioscience Holdings, Inc.",Farrell Robert Edward,CFO,P - Purchase,7.65,200000.0,333333.0,150.0,9980.0,7.5,7.35,7.8,6.05,5.8,2.85,1.86,0.85,0.74,0.56,0.32,0.19,0.06,0.06,-1.96,-3.92,1.96,-20.92,-24.18,-62.75,-75.69,-88.89,-90.33,-92.68,-95.82,-97.52,-99.22,-99.22,False,True,True,YF,
571,True,2015-04-07,2015-04-06,RYUN,Ryu Apparel Inc.,Vaghela Jameel,CFO,P - Purchase,0.0,3000.0,17000.0,21.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
573,False,2015-04-06,2015-04-02,ARCW,"Arc Group Worldwide, Inc.",Kelley Drew M.,CFO,P - Purchase,6.1,20000.0,29700.0,206.0,100000.0,7.76,6.83,5.75,5.64,4.0,3.7,1.9,2.01,1.77,1.54,1.4,1.67,2.39,4.15,27.21,11.97,-5.74,-7.54,-34.43,-39.34,-68.85,-67.05,-70.98,-74.75,-77.05,-72.62,-60.82,-31.97,False,True,True,YF,
572,False,2015-04-06,2015-04-02,KPTI,Karyopharm Therapeutics Inc.,Renz Justin A,"EVP, CFO, Treasurer",P - Purchase,29.43,5000.0,5000.0,New,148557.0,34.04,28.89,27.0,25.75,21.3,13.89,12.47,13.49,14.08,13.78,6.15,6.1,8.97,12.85,15.66,-1.83,-8.26,-12.5,-27.62,-52.8,-57.63,-54.16,-52.16,-53.18,-79.1,-79.27,-69.52,-56.34,True,True,True,YF,NASDAQ
574,False,2015-04-03,2015-04-01,JCAP,"Jernigan Capital, Inc.",Ward Gregory W.,"CFO, Secretary, Treasurer",P - Purchase,0.0,1250.0,1250.0,New,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
575,True,2015-04-03,2015-04-01,DAEG,Daegis Inc.,Conner Susan K,CFO,P - Purchase,0.0,14310.0,114310.0,14.0,10216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
577,False,2015-04-02,2015-04-02,WHLRD,"Wheeler Real Estate Investment Trust, Inc.",Belote Steven M,CFO,P - Purchase,20.809,2000.0,10597.0,23.0,4560.0,20.46,20.37,19.66,20.12,18.5,18.47,,15.61,14.16,14.54,14.76,17.03,16.9,14.87,-1.68,-2.11,-5.52,-3.31,-11.1,-11.24,,-24.98,-31.95,-30.13,-29.07,-18.16,-18.79,-28.54,True,True,True,YF,NASDAQ
576,False,2015-04-02,2015-04-02,KMG,Kmg Chemicals Inc,Passmore Malinda G,"VP, CFO",P - Purchase,27.651,1000.0,5138.0,24.0,27950.0,29.55,29.68,28.74,28.84,24.26,20.76,19.93,21.92,19.63,19.19,21.19,22.8,23.28,37.75,6.87,7.34,3.94,4.3,-12.26,-24.92,-27.92,-20.73,-29.01,-30.6,-23.37,-17.54,-15.81,36.52,False,True,True,YF,
579,False,2015-04-01,2015-03-31,EPM,Evolution Petroleum Corp,Keys Randall D,"Pres, CFO, Treasurer",P - Purchase,4.329,10000.0,121494.0,9.0,59400.0,4.56,5.01,5.18,5.23,4.3,3.67,4.16,5.04,4.54,,3.26,3.23,,7.04,5.34,15.73,19.66,20.81,-0.67,-15.22,-3.9,16.42,4.87,,-24.69,-25.39,,62.62,True,True,True,YF,AMEX
580,False,2015-04-01,2015-03-30,OAKS,Five Oaks Investment Corp.,Oston David,"CFO, Secretary, Treasurer",P - Purchase,0.0,2000.0,32253.0,7.0,21260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
578,True,2015-04-01,2015-03-25,DTOR,Del Toro Silver Corp.,Fagen Patrick,CFO,P - Purchase,0.0,3571429.0,8354025.0,75.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
582,False,2015-03-31,2015-03-27,VBFC,Village Bank & Trust Financial Corp.,Whitehurst C Harril Jr,"EVP, CFO",P - Purchase,17.24,10818.0,13199.0,454.0,150046.0,17.3,19.6,20.07,20.85,20.75,18.5,23.0,20.08,18.5,18.25,19.5,19.33,19.9,27.3,0.35,13.69,16.42,20.94,20.36,7.31,33.41,16.47,7.31,5.86,13.11,12.12,15.43,58.35,True,True,True,YF,NASDAQ
581,False,2015-03-31,2015-03-27,NWY,"New York & Company, Inc.",Toal Sheamus,"EVP, CFO",P - Purchase,0.0,12000.0,225339.0,6.0,28104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
583,False,2015-03-30,2015-03-26,MSTX,"Mast Therapeutics, Inc.",Roberts Brandi,"CFO, SVP",P - Purchase,0.0,38000.0,38000.0,New,18982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
585,False,2015-03-26,2015-03-25,GEF,Greif Inc,Hilsheimer Lawrence A.,"EVP, CFO",P - Purchase,30.082,4250.0,35171.0,14.0,195446.0,30.22,29.45,32.42,29.79,27.41,24.4,26.01,25.2,24.78,26.89,25.49,21.13,20.62,48.92,0.46,-2.1,7.77,-0.97,-8.88,-18.89,-13.54,-16.23,-17.63,-10.61,-15.26,-29.76,-31.45,62.62,True,True,True,YF,NYSE
586,False,2015-03-26,2015-03-24,GBCS,"Global Healthcare Reit, Inc.",Scarborough Philip S,CFO,P - Purchase,8.512,10000.0,171436.0,6.0,9000.0,8.9,8.9,9.29,8.9,8.12,9.5,8.6,9.5,8.5,7.3,6.6,7.2,4.7,4.6,4.56,4.56,9.14,4.56,-4.61,11.61,1.03,11.61,-0.14,-14.24,-22.46,-15.41,-44.78,-45.96,False,True,True,YF,
584,False,2015-03-26,2015-03-23,TLR,Timberline Resources Corp,Hardy Randal Lavon,CFO,P - Purchase,0.0,4500.0,10751.0,72.0,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
587,False,2015-03-25,2015-03-25,VNR,"Vanguard Natural Resources, LLC",Robert Richard A,"EVP, CFO",P - Purchase,0.0,20610.0,436506.0,5.0,293074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
588,False,2015-03-25,2015-03-24,ICTV,Ictv Brands Inc.,Lebon Ryan Joseph,CFO,P - Purchase,0.0,5000.0,55000.0,10.0,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
589,False,2015-03-24,2015-03-24,NCOM,National Commerce Corp,Matthews William E V,CFO,P - Purchase,0.0,11538.0,25855.0,81.0,224991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
591,False,2015-03-23,2015-03-19,ADMA,"Adma Biologics, Inc.",Lenz Brian,CFO,P - Purchase,9.23,750.0,5000.0,18.0,6714.0,9.44,9.0,8.16,8.65,9.78,9.5,9.35,9.74,9.12,8.83,6.14,4.45,5.75,4.96,2.28,-2.49,-11.59,-6.28,5.96,2.93,1.3,5.53,-1.19,-4.33,-33.48,-51.79,-37.7,-46.26,True,True,True,YF,NASDAQ
590,False,2015-03-23,2015-03-19,NSEC,National Security Group Inc,McLeod Brian R,CFO,P - Purchase,12.665,1207.0,17338.0,7.0,17052.0,12.64,14.07,13.97,14.35,13.11,,11.65,13.47,12.62,12.72,12.88,13.22,13.8,15.05,-0.2,11.09,10.3,13.3,3.51,,-8.01,6.36,-0.36,0.43,1.7,4.38,8.96,18.83,True,True,True,YF,NASDAQ
592,False,2015-03-20,2015-03-18,GEF,Greif Inc,Hilsheimer Lawrence A.,"EVP, CFO",P - Purchase,30.286,3781.0,30921.0,14.0,171998.0,29.84,30.03,31.63,29.61,28.35,23.98,22.57,25.4,25.53,25.94,23.74,21.14,19.34,43.86,-1.47,-0.85,4.44,-2.23,-6.39,-20.82,-25.48,-16.13,-15.7,-14.35,-21.61,-30.2,-36.14,44.82,True,True,True,YF,NYSE
593,False,2015-03-20,2015-03-18,NLY,Annaly Capital Management Inc,Votek Glenn,CFO,P - Purchase,4.835,25000.0,25000.0,New,266250.0,,4.84,4.68,4.84,,4.57,4.72,4.82,4.66,4.7,4.8,4.56,5.07,5.78,,0.1,-3.21,0.1,,-5.48,-2.38,-0.31,-3.62,-2.79,-0.72,-5.69,4.86,19.54,True,True,True,YF,NYSE
